start,end,time,year
29062,70517,1970-03-01,1970
91550,35324,1970-03-01,1970
93612,81414,1970-03-01,1970
105741,88399,1970-03-01,1970
105741,28810,1970-03-01,1970
105741,69266,1971-03-01,1971
105741,104664,1973-03-01,1973
105741,90331,1973-03-01,1973
105741,105304,1973-03-01,1973
111342,55552,1970-03-01,1970
111342,88399,1970-03-01,1970
12729,88399,1970-03-01,1970
12729,69769,1971-03-01,1971
12729,64774,1972-03-01,1972
12729,71392,1972-03-01,1972
12729,13495,1972-03-01,1972
93543,12729,1970-03-01,1970
100899,13012,1970-03-01,1970
16077,26817,1970-03-01,1970
16077,105741,1971-03-01,1971
100295,55552,1970-03-01,1970
100295,111342,1970-03-01,1970
27905,100295,1970-03-01,1970
27905,34710,1971-03-01,1971
27905,87997,1971-03-01,1971
33810,27905,1970-03-01,1970
11507,12729,1970-03-01,1970
99201,111342,1970-03-01,1970
99201,16077,1971-03-01,1971
62250,55552,1970-03-01,1970
62250,111342,1970-03-01,1970
87997,100899,1970-03-01,1970
87997,34710,1971-03-01,1971
87997,11795,1971-03-01,1971
29846,93465,1970-03-01,1970
99191,13012,1970-03-01,1970
17807,28810,1970-03-01,1970
17807,93465,1970-03-01,1970
97262,105741,1970-03-01,1970
97472,16077,1970-03-01,1970
91007,100295,1970-03-01,1970
91007,106039,1971-03-01,1971
91007,28810,1971-03-01,1971
91007,71392,1971-03-01,1971
40874,27905,1970-03-01,1970
40874,4919,1972-03-01,1972
79929,55552,1970-03-01,1970
79929,62250,1970-03-01,1970
103578,93465,1970-03-01,1970
42386,88399,1970-03-01,1970
87944,69266,1970-03-01,1970
150168,16077,1970-03-01,1970
110328,64501,1970-03-01,1970
110328,27359,1970-03-01,1970
11516,27359,1970-03-01,1970
11516,110328,1970-03-01,1970
11516,93696,1972-03-01,1972
11516,50191,1972-03-01,1972
11516,51126,1972-03-01,1972
4919,11516,1970-03-01,1970
4919,69769,1971-03-01,1971
4919,13495,1972-03-01,1972
4919,64774,1972-03-01,1972
999940,110328,1970-03-01,1970
41130,27359,1970-03-01,1970
41130,11516,1970-03-01,1970
11795,64501,1970-03-01,1970
11795,68997,1971-03-01,1971
11795,34710,1971-03-01,1971
11795,88399,1971-03-01,1971
11795,88399,1972-03-01,1972
11795,54355,1972-03-01,1972
103495,64501,1970-03-01,1970
75401,69247,1970-03-01,1970
75401,27753,1970-03-01,1970
75401,12729,1971-03-01,1971
26801,110328,1970-03-01,1970
27601,26801,1970-03-01,1970
33765,27753,1970-03-01,1970
33765,34016,1972-03-01,1972
33765,76674,1972-03-01,1972
109722,11516,1970-03-01,1970
109722,94312,1972-03-01,1972
93468,110328,1970-03-01,1970
93468,92056,1971-03-01,1971
45002,100728,1970-03-01,1970
45002,50191,1971-03-01,1971
45002,33307,1972-03-01,1972
27562,33765,1970-03-01,1970
101468,27359,1970-03-01,1970
101468,69146,1970-03-01,1970
154420,11795,1970-03-01,1970
154420,87234,1971-03-01,1971
154420,39808,1972-03-01,1972
154420,27626,1973-03-01,1973
154420,105304,1973-03-01,1973
95736,4919,1970-03-01,1970
95736,91007,1971-03-01,1971
103573,999940,1970-03-01,1970
110263,75401,1970-03-01,1970
54991,64501,1970-03-01,1970
888601,27601,1970-03-01,1970
888481,103495,1970-03-01,1970
29760,26801,1970-03-01,1970
29760,28810,1971-03-01,1971
29760,91007,1971-03-01,1971
32523,27753,1970-03-01,1970
72757,110328,1970-03-01,1970
69146,27359,1970-03-01,1970
69146,41130,1970-03-01,1970
150463,32523,1970-03-01,1970
82519,75401,1970-03-01,1970
57209,154420,1970-03-01,1970
40898,64501,1970-03-01,1970
40898,22114,1971-03-01,1971
17818,27601,1970-03-01,1970
43211,41130,1970-03-01,1970
43211,71392,1971-03-01,1971
43211,69247,1972-03-01,1972
43211,64774,1972-03-01,1972
105620,94312,1970-03-01,1970
71392,26801,1970-03-01,1970
71392,69769,1971-03-01,1971
71392,28810,1971-03-01,1971
71392,105741,1972-03-01,1972
105749,12855,1970-03-01,1970
105749,13323,1970-03-01,1970
105749,33457,1971-03-01,1971
19040,19003,1970-03-01,1970
72752,12855,1970-03-01,1970
72752,105749,1970-03-01,1970
72752,90477,1971-03-01,1971
93696,72752,1970-03-01,1970
93696,50191,1971-03-01,1971
93696,51126,1972-03-01,1972
93696,43842,1972-03-01,1972
23872,100245,1970-03-01,1970
23872,33407,1971-03-01,1971
23872,110083,1972-03-01,1972
23872,93696,1972-03-01,1972
13332,23863,1970-03-01,1970
13332,110083,1972-03-01,1972
13332,23872,1972-03-01,1972
13332,43842,1973-03-01,1973
13332,92990,1973-03-01,1973
75456,80445,1970-03-01,1970
75456,51126,1970-03-01,1970
40966,13323,1970-03-01,1970
103097,105749,1970-03-01,1970
11750,40966,1970-03-01,1970
68898,100245,1970-03-01,1970
31267,93696,1970-03-01,1970
31267,110083,1971-03-01,1971
34740,23863,1970-03-01,1970
54523,75456,1970-03-01,1970
105734,13323,1970-03-01,1970
105734,31267,1971-03-01,1971
87608,13332,1970-03-01,1970
17227,13929,1970-03-01,1970
26009,19003,1970-03-01,1970
69769,19040,1970-03-01,1970
69769,69247,1971-03-01,1971
2492,68898,1970-03-01,1970
69298,105749,1970-03-01,1970
69836,87608,1970-03-01,1970
27859,13323,1970-03-01,1970
54317,13929,1970-03-01,1970
54317,160316,1971-03-01,1971
54317,93871,1973-03-01,1973
49043,66589,1970-03-01,1970
49043,17281,1970-03-01,1970
13045,20663,1970-03-01,1970
13045,29491,1970-03-01,1970
13045,66589,1970-03-01,1970
13045,57039,1971-03-01,1971
33224,17281,1970-03-01,1970
33224,49043,1970-03-01,1970
100811,33224,1970-03-01,1970
100811,43842,1971-03-01,1971
11524,13045,1970-03-01,1970
55751,29491,1970-03-01,1970
55751,160068,1970-03-01,1970
55751,37435,1971-03-01,1971
55751,101341,1971-03-01,1971
55751,70506,1971-03-01,1971
55751,41994,1972-03-01,1972
55751,57039,1972-03-01,1972
31263,105851,1970-03-01,1970
91559,20663,1970-03-01,1970
91559,43842,1971-03-01,1971
91559,2806,1972-03-01,1972
91559,100245,1972-03-01,1972
53426,66589,1970-03-01,1970
53446,17281,1970-03-01,1970
53446,49043,1970-03-01,1970
69326,11524,1970-03-01,1970
22184,31263,1970-03-01,1970
65021,100811,1970-03-01,1970
93345,33224,1970-03-01,1970
70299,55751,1970-03-01,1970
200963,11847,1970-03-01,1970
12070,41159,1969-03-01,1969
12070,53426,1970-03-01,1970
12070,70506,1971-03-01,1971
160068,29491,1970-03-01,1970
160068,13045,1970-03-01,1970
90794,53446,1970-03-01,1970
12735,66589,1970-03-01,1970
33457,93345,1970-03-01,1970
33457,51126,1971-03-01,1971
26162,75240,1970-03-01,1970
26162,41864,1971-03-01,1971
26162,6547,1972-03-01,1972
26162,55032,1972-03-01,1972
12127,160068,1970-03-01,1970
43842,53426,1970-03-01,1970
43842,69192,1971-03-01,1971
43842,19003,1971-03-01,1971
43842,57295,1971-03-01,1971
43842,50191,1972-03-01,1972
43842,13332,1973-03-01,1973
43842,80608,1973-03-01,1973
43842,4831,1973-03-01,1973
29682,54721,1970-03-01,1970
56090,17281,1970-03-01,1970
56090,49043,1970-03-01,1970
57039,86808,1970-03-01,1970
57039,50927,1970-03-01,1970
57039,11925,1971-03-01,1971
57039,64379,1972-03-01,1972
80143,88333,1970-03-01,1970
80143,46911,1970-03-01,1970
761,86808,1970-03-01,1970
17211,53796,1970-03-01,1970
81198,17211,1970-03-01,1970
81198,37435,1971-03-01,1971
81198,55751,1972-03-01,1972
81198,33465,1973-03-01,1973
57665,54986,1970-03-01,1970
6547,57665,1970-03-01,1970
88280,50927,1970-03-01,1970
88280,33207,1970-03-01,1970
88280,43842,1972-03-01,1972
88280,91498,1972-03-01,1972
95990,54986,1970-03-01,1970
95990,37435,1971-03-01,1971
70157,88280,1970-03-01,1970
47026,57039,1970-03-01,1970
101465,86808,1970-03-01,1970
104232,17211,1970-03-01,1970
17193,33348,1970-03-01,1970
17193,11925,1971-03-01,1971
17193,43155,1972-03-01,1972
32484,53796,1970-03-01,1970
23701,81198,1970-03-01,1970
33207,50927,1970-03-01,1970
33207,57039,1970-03-01,1970
33207,94239,1971-03-01,1971
53455,95990,1970-03-01,1970
65032,97487,1970-03-01,1970
109639,46911,1970-03-01,1970
46917,2671,1970-03-01,1970
56951,50927,1970-03-01,1970
56951,33207,1970-03-01,1970
56951,54366,1971-03-01,1971
103135,54986,1970-03-01,1970
54366,23076,1970-03-01,1970
54366,2717,1971-03-01,1971
54366,94239,1971-03-01,1971
54366,41426,1973-03-01,1973
54366,110277,1973-03-01,1973
41994,10800,1970-03-01,1970
41994,54366,1970-03-01,1970
41994,12052,1971-03-01,1971
41994,57039,1972-03-01,1972
41994,64379,1972-03-01,1972
101341,23076,1970-03-01,1970
101341,10800,1970-03-01,1970
101341,6547,1971-03-01,1971
105366,101341,1970-03-01,1970
105366,54366,1970-03-01,1970
105366,41994,1970-03-01,1970
105366,70506,1971-03-01,1971
105366,6547,1971-03-01,1971
57038,23076,1970-03-01,1970
57038,89981,1970-03-01,1970
57038,105589,1971-03-01,1971
94239,54366,1970-03-01,1970
94239,105366,1970-03-01,1970
94239,2717,1971-03-01,1971
94239,95828,1972-03-01,1972
94239,2717,1973-03-01,1973
94239,43318,1973-03-01,1973
94239,39316,1973-03-01,1973
39341,101341,1970-03-01,1970
33480,10800,1970-03-01,1970
75256,33480,1970-03-01,1970
75256,64691,1972-03-01,1972
87387,11166,1970-03-01,1970
44974,10800,1970-03-01,1970
64487,54366,1970-03-01,1970
64487,25987,1970-03-01,1970
64487,110277,1972-03-01,1972
64487,41174,1972-03-01,1972
26810,100808,1970-03-01,1970
26810,97531,1971-03-01,1971
31239,87387,1970-03-01,1970
31239,105589,1971-03-01,1971
27631,39341,1970-03-01,1970
89981,23076,1970-03-01,1970
89981,101341,1970-03-01,1970
89981,41600,1971-03-01,1971
89981,29778,1971-03-01,1971
105880,94239,1970-03-01,1970
90946,11963,1970-03-01,1970
90034,33480,1970-03-01,1970
54540,11166,1970-03-01,1970
54540,97027,1971-03-01,1971
17134,42017,1970-03-01,1970
17143,57038,1970-03-01,1970
17143,36721,1972-03-01,1972
17143,56131,1972-03-01,1972
11558,10800,1970-03-01,1970
11558,109704,1971-03-01,1971
11558,57915,1972-03-01,1972
11558,90774,1972-03-01,1972
11558,41426,1973-03-01,1973
11558,54366,1973-03-01,1973
25987,54366,1970-03-01,1970
25987,105366,1970-03-01,1970
25987,17308,1971-03-01,1971
25987,17155,1972-03-01,1972
25987,43318,1973-03-01,1973
25987,56962,1973-03-01,1973
39654,75256,1970-03-01,1970
39654,57915,1973-03-01,1973
11925,39341,1970-03-01,1970
11925,37435,1971-03-01,1971
11925,44313,1973-03-01,1973
103749,89981,1970-03-01,1970
103749,39316,1972-03-01,1972
97318,90946,1970-03-01,1970
97318,41994,1972-03-01,1972
97318,58214,1972-03-01,1972
97318,64379,1973-03-01,1973
97318,103422,1973-03-01,1973
54973,11166,1970-03-01,1970
26755,42017,1970-03-01,1970
11047,47266,1970-03-01,1970
11047,13240,1970-03-01,1970
36721,87690,1970-03-01,1970
36721,13240,1970-03-01,1970
36721,11047,1970-03-01,1970
36721,11047,1972-03-01,1972
80331,41600,1970-03-01,1970
80331,87690,1970-03-01,1970
80331,11047,1971-03-01,1971
80331,29145,1971-03-01,1971
93392,36721,1970-03-01,1970
90401,94234,1970-03-01,1970
57485,13240,1970-03-01,1970
57485,11047,1970-03-01,1970
47024,57485,1970-03-01,1970
11823,80725,1970-03-01,1970
11823,90774,1973-03-01,1973
54323,44896,1970-03-01,1970
15791,47266,1970-03-01,1970
15791,29145,1971-03-01,1971
69251,90401,1970-03-01,1970
41461,54323,1970-03-01,1970
17155,36721,1970-03-01,1970
17155,10438,1972-03-01,1972
17155,87690,1972-03-01,1972
17155,97536,1974-03-01,1974
11490,80331,1970-03-01,1970
11490,105589,1971-03-01,1971
11490,39316,1973-03-01,1973
101484,47024,1970-03-01,1970
39652,57485,1970-03-01,1970
43343,80725,1970-03-01,1970
97027,11047,1970-03-01,1970
97027,41600,1971-03-01,1971
97027,29778,1971-03-01,1971
10816,13240,1970-03-01,1970
10816,11047,1970-03-01,1970
10816,54746,1971-03-01,1971
80080,97027,1970-03-01,1970
80080,80869,1972-03-01,1972
90855,94234,1970-03-01,1970
80026,57485,1970-03-01,1970
80026,109704,1971-03-01,1971
80026,91984,1971-03-01,1971
23023,75388,1970-03-01,1970
23023,29778,1971-03-01,1971
43362,53608,1970-03-01,1970
43362,22521,1972-03-01,1972
110383,53608,1970-03-01,1970
110383,54914,1971-03-01,1971
110383,29399,1971-03-01,1971
110383,43362,1972-03-01,1972
110383,80869,1972-03-01,1972
109397,110383,1970-03-01,1970
109397,43362,1970-03-01,1970
80269,32579,1970-03-01,1970
80269,53608,1970-03-01,1970
80269,110383,1970-03-01,1970
11672,11712,1970-03-01,1970
39877,110383,1970-03-01,1970
80586,53608,1970-03-01,1970
80586,80269,1970-03-01,1970
80586,88327,1971-03-01,1971
39794,109397,1970-03-01,1970
39794,34733,1971-03-01,1971
11956,44961,1970-03-01,1970
11956,70055,1971-03-01,1971
53518,105224,1970-03-01,1970
104368,39877,1970-03-01,1970
27851,80586,1970-03-01,1970
35345,110383,1970-03-01,1970
999104,41072,1970-03-01,1970
93349,11866,1970-03-01,1970
65555,109397,1970-03-01,1970
65555,110383,1971-03-01,1971
29399,44961,1970-03-01,1970
29399,43362,1971-03-01,1971
29399,44428,1972-03-01,1972
29399,80869,1972-03-01,1972
33186,11956,1970-03-01,1970
91357,32579,1970-03-01,1970
57392,53518,1970-03-01,1970
57392,43362,1971-03-01,1971
57392,11866,1971-03-01,1971
88327,39794,1970-03-01,1970
88327,43362,1971-03-01,1971
88327,11866,1971-03-01,1971
64397,105224,1970-03-01,1970
41400,43362,1970-03-01,1970
41400,11866,1970-03-01,1970
41400,54914,1971-03-01,1971
27871,11712,1970-03-01,1970
27871,29399,1971-03-01,1971
27871,10988,1971-03-01,1971
12883,105224,1970-03-01,1970
40927,43151,1971-03-01,1971
40927,43151,1972-03-01,1972
40927,27497,1973-03-01,1973
40927,27749,1973-03-01,1973
40927,26709,1973-03-01,1973
100269,40927,1971-03-01,1971
100269,27749,1973-03-01,1973
100269,27497,1973-03-01,1973
100864,43151,1971-03-01,1971
100864,40927,1971-03-01,1971
41093,105913,1971-03-01,1971
41093,66880,1971-03-01,1971
41093,105913,1972-03-01,1972
64471,41093,1971-03-01,1971
35491,103167,1971-03-01,1971
106707,27749,1971-03-01,1971
21050,69014,1971-03-01,1971
105826,40927,1971-03-01,1971
105826,43151,1972-03-01,1972
105826,26709,1972-03-01,1972
105826,27749,1973-03-01,1973
105826,37681,1974-03-01,1974
94342,26709,1971-03-01,1971
94342,104664,1973-03-01,1973
94342,27217,1973-03-01,1973
13169,66880,1971-03-01,1971
13169,41093,1972-03-01,1972
29041,64471,1971-03-01,1971
29041,40927,1973-03-01,1973
29041,11919,1973-03-01,1973
64686,43151,1971-03-01,1971
64686,100864,1971-03-01,1971
64686,43151,1972-03-01,1972
64686,6400,1972-03-01,1972
64686,22481,1974-03-01,1974
101196,106707,1971-03-01,1971
35499,41093,1971-03-01,1971
18997,100269,1971-03-01,1971
18997,29666,1972-03-01,1972
18997,80610,1973-03-01,1973
18997,92039,1975-03-01,1975
82706,35491,1971-03-01,1971
82706,27749,1972-03-01,1972
82706,80243,1972-03-01,1972
82706,80368,1974-03-01,1974
82706,54299,1975-03-01,1975
82706,82686,1975-03-01,1975
97014,105913,1971-03-01,1971
97014,66880,1971-03-01,1971
111641,45220,1972-03-01,1972
43321,111641,1971-03-01,1971
54511,75478,1971-03-01,1971
54511,111641,1971-03-01,1971
54511,43321,1971-03-01,1971
21807,57781,1971-03-01,1971
21807,22386,1972-03-01,1972
21807,27860,1972-03-01,1972
97991,21807,1971-03-01,1971
17875,64934,1971-03-01,1971
17875,90650,1971-03-01,1971
64959,43321,1971-03-01,1971
85742,57781,1971-03-01,1971
69234,111641,1971-03-01,1971
69234,54511,1971-03-01,1971
64921,69234,1971-03-01,1971
86810,21807,1971-03-01,1971
70398,97991,1971-03-01,1971
54722,23037,1971-03-01,1971
54995,85742,1971-03-01,1971
28541,75478,1971-03-01,1971
28541,86868,1972-03-01,1972
28541,35518,1972-03-01,1972
28541,58171,1973-03-01,1973
28541,12698,1975-03-01,1975
93516,69234,1971-03-01,1971
93516,55498,1972-03-01,1972
93516,11690,1973-03-01,1973
93516,25182,1973-03-01,1973
41061,26788,1971-03-01,1971
58251,17875,1971-03-01,1971
33625,29644,1971-03-01,1971
93373,43321,1971-03-01,1971
68997,93233,1971-03-01,1971
68997,69266,1971-03-01,1971
68997,13495,1973-03-01,1973
92986,68997,1971-03-01,1971
92986,88399,1972-03-01,1972
92986,54355,1972-03-01,1972
65128,11795,1971-03-01,1971
17148,88399,1971-03-01,1971
55498,69266,1971-03-01,1971
55498,40901,1972-03-01,1972
55498,69227,1972-03-01,1972
103553,93233,1971-03-01,1971
103553,68997,1971-03-01,1971
97343,55498,1971-03-01,1971
57564,17148,1971-03-01,1971
57564,12147,1972-03-01,1972
41525,40938,1971-03-01,1971
54589,68997,1971-03-01,1971
54589,81189,1972-03-01,1972
54589,88399,1972-03-01,1972
42172,92986,1971-03-01,1971
12916,11795,1971-03-01,1971
64856,87997,1971-03-01,1971
103931,105741,1971-03-01,1971
15234,88399,1971-03-01,1971
15234,40901,1972-03-01,1972
15234,71390,1972-03-01,1972
69227,69266,1971-03-01,1971
69227,81189,1972-03-01,1972
69227,54589,1972-03-01,1972
69227,33426,1973-03-01,1973
69227,25182,1973-03-01,1973
106039,69247,1971-03-01,1971
106039,69769,1971-03-01,1971
92056,69247,1971-03-01,1971
92056,106039,1971-03-01,1971
92056,12729,1972-03-01,1972
49210,71392,1971-03-01,1971
33903,49210,1971-03-01,1971
110401,71392,1971-03-01,1971
21482,69247,1971-03-01,1971
21482,106039,1971-03-01,1971
17144,69769,1971-03-01,1971
17144,12147,1972-03-01,1972
106527,91007,1971-03-01,1971
83851,95736,1971-03-01,1971
83851,91498,1972-03-01,1972
86710,21482,1971-03-01,1971
23561,49210,1971-03-01,1971
12147,93468,1971-03-01,1971
12147,13495,1972-03-01,1972
12147,4919,1972-03-01,1972
81363,110401,1971-03-01,1971
105373,29760,1971-03-01,1971
105373,43211,1972-03-01,1972
50191,33457,1971-03-01,1971
50191,100245,1971-03-01,1971
50191,110083,1972-03-01,1972
33407,51126,1971-03-01,1971
33407,33457,1971-03-01,1971
33407,69160,1972-03-01,1972
160316,33407,1971-03-01,1971
160316,100245,1971-03-01,1971
160316,50191,1971-03-01,1971
160316,65114,1974-03-01,1974
160316,101268,1974-03-01,1974
22114,100245,1971-03-01,1971
22114,61041,1971-03-01,1971
22114,91498,1973-03-01,1973
22114,15996,1973-03-01,1973
22114,87491,1975-03-01,1975
22114,89738,1975-03-01,1975
75926,93696,1971-03-01,1971
75926,91559,1972-03-01,1972
75926,69160,1972-03-01,1972
75926,92990,1973-03-01,1973
75926,94252,1973-03-01,1973
42429,160316,1971-03-01,1971
42429,93696,1972-03-01,1972
80425,23872,1971-03-01,1971
101418,51126,1971-03-01,1971
101418,33457,1971-03-01,1971
104263,51126,1971-03-01,1971
104263,33457,1971-03-01,1971
104263,50191,1972-03-01,1972
104263,11516,1972-03-01,1972
104263,80336,1973-03-01,1973
88398,45002,1971-03-01,1971
88398,104263,1972-03-01,1972
80900,91050,1971-03-01,1971
80900,2806,1972-03-01,1972
80900,49728,1972-03-01,1972
61041,100245,1971-03-01,1971
61041,160316,1971-03-01,1971
61041,49728,1972-03-01,1972
29084,93696,1971-03-01,1971
40943,80425,1971-03-01,1971
105876,75926,1971-03-01,1971
101177,50191,1971-03-01,1971
29746,33407,1971-03-01,1971
29746,87954,1973-03-01,1973
4831,23872,1971-03-01,1971
4831,109146,1972-03-01,1972
4831,92990,1973-03-01,1973
4831,92990,1973-03-01,1973
80608,19003,1971-03-01,1971
80608,2806,1972-03-01,1972
80608,80900,1972-03-01,1972
80608,110083,1973-03-01,1973
42008,23863,1971-03-01,1971
41864,80608,1971-03-01,1971
41864,69192,1971-03-01,1971
106327,69192,1971-03-01,1971
41851,91559,1971-03-01,1971
41851,19003,1972-03-01,1972
41851,57730,1972-03-01,1972
110083,17281,1971-03-01,1971
20698,17281,1971-03-01,1971
23831,41851,1971-03-01,1971
101314,110083,1971-03-01,1971
65888,42008,1971-03-01,1971
65888,103422,1974-03-01,1974
105494,17281,1971-03-01,1971
70506,101341,1971-03-01,1971
37435,6547,1971-03-01,1971
37435,105366,1971-03-01,1971
37435,110277,1972-03-01,1972
37435,11925,1972-03-01,1972
37435,3061,1972-03-01,1972
92111,70506,1971-03-01,1971
92111,80486,1974-03-01,1974
12027,101341,1971-03-01,1971
12027,55751,1971-03-01,1971
90774,12027,1971-03-01,1971
90774,3061,1972-03-01,1972
90774,67480,1974-03-01,1974
90774,35417,1974-03-01,1974
97531,101341,1971-03-01,1971
97531,55751,1971-03-01,1971
12052,70506,1971-03-01,1971
12052,51843,1974-03-01,1974
12052,29263,1974-03-01,1974
42072,58178,1971-03-01,1971
101281,41994,1971-03-01,1971
64968,6547,1971-03-01,1971
64968,105366,1971-03-01,1971
58214,81198,1971-03-01,1971
58214,41994,1972-03-01,1972
58214,55751,1972-03-01,1972
101328,12027,1971-03-01,1971
42922,12052,1971-03-01,1971
95828,58178,1971-03-01,1971
95828,110277,1972-03-01,1972
95828,37435,1972-03-01,1972
33187,42072,1971-03-01,1971
2717,41600,1971-03-01,1971
2717,58500,1973-03-01,1973
2717,11038,1973-03-01,1973
2717,11038,1974-03-01,1974
29778,94239,1971-03-01,1971
29778,41600,1971-03-01,1971
11636,54366,1971-03-01,1971
11636,41600,1971-03-01,1971
11636,29778,1971-03-01,1971
11636,66074,1972-03-01,1972
44224,97027,1971-03-01,1971
87984,11636,1971-03-01,1971
105367,2717,1971-03-01,1971
105367,57981,1971-03-01,1971
86754,97487,1971-03-01,1971
17308,11636,1971-03-01,1971
17308,42070,1973-03-01,1973
91511,33207,1971-03-01,1971
108006,54366,1971-03-01,1971
105607,11636,1971-03-01,1971
105607,11770,1972-03-01,1972
79876,86754,1971-03-01,1971
69330,94239,1971-03-01,1971
57981,2717,1971-03-01,1971
57981,94239,1971-03-01,1971
90923,97487,1971-03-01,1971
90923,110523,1973-03-01,1973
11770,25987,1971-03-01,1971
11770,95828,1972-03-01,1972
11770,110277,1973-03-01,1973
11770,11823,1973-03-01,1973
11770,39341,1974-03-01,1974
11770,80486,1974-03-01,1974
29184,17308,1971-03-01,1971
29145,11558,1971-03-01,1971
29145,11047,1971-03-01,1971
29145,17155,1972-03-01,1972
91984,109704,1971-03-01,1971
91984,11558,1971-03-01,1971
105589,91984,1971-03-01,1971
105589,11047,1971-03-01,1971
105589,29145,1971-03-01,1971
105589,11925,1972-03-01,1972
105589,37435,1972-03-01,1972
104279,31239,1971-03-01,1971
41083,11558,1971-03-01,1971
101193,41083,1971-03-01,1971
103156,11047,1971-03-01,1971
103156,80331,1971-03-01,1971
54746,91984,1971-03-01,1971
13305,31239,1971-03-01,1971
66072,80026,1971-03-01,1971
66072,105589,1972-03-01,1972
66072,41654,1973-03-01,1973
31437,57038,1971-03-01,1971
93987,104279,1971-03-01,1971
93987,11038,1974-03-01,1974
93987,90786,1974-03-01,1974
93987,43314,1975-03-01,1975
93987,33359,1975-03-01,1975
90846,103156,1971-03-01,1971
80240,41083,1971-03-01,1971
57504,101193,1971-03-01,1971
57504,11047,1972-03-01,1972
57504,89538,1972-03-01,1972
89659,109704,1971-03-01,1971
89659,80026,1971-03-01,1971
89659,56540,1975-03-01,1975
43318,87690,1971-03-01,1971
43318,11047,1972-03-01,1972
43318,87690,1972-03-01,1972
66839,41945,1971-03-01,1971
66839,94239,1973-03-01,1973
66839,11038,1973-03-01,1973
54914,43362,1971-03-01,1971
10988,29399,1971-03-01,1971
10988,110383,1971-03-01,1971
10988,110383,1972-03-01,1972
10988,54512,1972-03-01,1972
54512,88327,1971-03-01,1971
54512,110383,1972-03-01,1972
54512,43362,1972-03-01,1972
54512,44428,1972-03-01,1972
54512,22521,1973-03-01,1973
34733,29399,1971-03-01,1971
34733,27871,1971-03-01,1971
26787,10988,1971-03-01,1971
26787,75256,1972-03-01,1972
40963,41400,1971-03-01,1971
77930,54914,1971-03-01,1971
27331,40963,1971-03-01,1971
2761,54512,1971-03-01,1971
19029,77930,1971-03-01,1971
19029,44428,1972-03-01,1972
19029,29399,1972-03-01,1972
93398,110383,1971-03-01,1971
104388,10988,1971-03-01,1971
54647,41400,1971-03-01,1971
31419,54914,1971-03-01,1971
31419,110383,1972-03-01,1972
31419,45057,1972-03-01,1972
17136,27749,1972-03-01,1972
17136,80243,1972-03-01,1972
69857,17136,1972-03-01,1972
100213,40927,1972-03-01,1972
100213,29492,1972-03-01,1972
27596,26709,1972-03-01,1972
27596,53327,1972-03-01,1972
27596,57326,1973-03-01,1973
27596,11631,1973-03-01,1973
27596,89482,1974-03-01,1974
27596,57326,1974-03-01,1974
6400,43151,1972-03-01,1972
6400,105826,1972-03-01,1972
6400,38937,1973-03-01,1973
6400,42166,1974-03-01,1974
29492,40927,1972-03-01,1972
29492,105913,1972-03-01,1972
29492,12698,1974-03-01,1974
29492,80368,1974-03-01,1974
29492,31265,1975-03-01,1975
29492,39592,1976-03-01,1976
105969,29492,1972-03-01,1972
105969,47199,1973-03-01,1973
87395,105826,1972-03-01,1972
87395,105826,1973-03-01,1973
87395,95645,1973-03-01,1973
11704,17136,1972-03-01,1972
57289,40927,1972-03-01,1972
57289,100213,1972-03-01,1972
53327,26709,1972-03-01,1972
53327,105913,1972-03-01,1972
37885,6400,1972-03-01,1972
37885,98809,1975-03-01,1975
37885,75156,1975-03-01,1975
54299,100213,1972-03-01,1972
54299,105826,1973-03-01,1973
54299,27555,1974-03-01,1974
54299,41672,1974-03-01,1974
54299,98809,1975-03-01,1975
42375,87395,1972-03-01,1972
42375,47199,1973-03-01,1973
42375,65118,1974-03-01,1974
27555,69857,1972-03-01,1972
27555,89645,1973-03-01,1973
27555,40927,1974-03-01,1974
89906,29492,1972-03-01,1972
54359,27596,1972-03-01,1972
87598,105826,1972-03-01,1972
87598,25989,1974-03-01,1974
87598,52135,1975-03-01,1975
11919,105913,1972-03-01,1972
11919,40927,1973-03-01,1973
11919,47199,1973-03-01,1973
33944,105969,1972-03-01,1972
19346,41093,1972-03-01,1972
999896,37885,1972-03-01,1972
86868,57326,1975-03-01,1975
86868,80368,1976-03-01,1976
22386,86868,1972-03-01,1972
35518,86868,1972-03-01,1972
11690,22386,1972-03-01,1972
11690,35518,1972-03-01,1972
11690,68997,1973-03-01,1973
11690,33426,1973-03-01,1973
52137,11690,1972-03-01,1972
52137,86868,1972-03-01,1972
52137,56434,1972-03-01,1972
56970,52137,1972-03-01,1972
56970,35518,1972-03-01,1972
56970,75478,1973-03-01,1973
56970,29306,1973-03-01,1973
45220,56970,1972-03-01,1972
29222,22386,1972-03-01,1972
29222,56434,1972-03-01,1972
57326,29222,1972-03-01,1972
57326,93418,1973-03-01,1973
57326,89482,1974-03-01,1974
29666,11690,1972-03-01,1972
29666,56434,1972-03-01,1972
29666,12237,1973-03-01,1973
29666,54868,1973-03-01,1973
29666,64420,1974-03-01,1974
39920,86868,1972-03-01,1972
39920,35518,1972-03-01,1972
39920,75064,1974-03-01,1974
39920,11631,1974-03-01,1974
39920,33426,1974-03-01,1974
29472,39920,1972-03-01,1972
29472,11690,1973-03-01,1973
29472,93516,1973-03-01,1973
232956,29222,1972-03-01,1972
69286,11690,1972-03-01,1972
69286,29666,1972-03-01,1972
