start,end,time,year
31703,80453,1997-03-01,1997
31703,97023,1997-03-01,1997
35341,44237,1996-03-01,1996
35341,80085,1996-03-01,1996
35341,56405,1997-03-01,1997
35341,37514,1997-03-01,1997
35341,84740,1998-03-01,1998
35341,19760,1998-03-01,1998
35341,67072,2000-03-01,2000
35341,60261,2000-03-01,2000
35341,75206,2000-03-01,2000
48770,79737,1996-03-01,1996
48770,77461,1996-03-01,1996
17897,47831,1996-03-01,1996
17897,4300,1996-03-01,1996
17897,15896,1997-03-01,1997
17897,90997,1997-03-01,1997
17897,37514,1998-03-01,1998
17897,95854,1998-03-01,1998
66231,77461,1996-03-01,1996
66231,10211,1996-03-01,1996
66231,81461,1997-03-01,1997
66231,20330,1997-03-01,1997
66231,35341,1998-03-01,1998
66231,75109,1998-03-01,1998
66231,92194,2000-03-01,2000
66231,109367,2000-03-01,2000
66231,14333,2000-03-01,2000
30007,103271,1996-03-01,1996
30007,48770,1996-03-01,1996
80707,56405,1996-03-01,1996
80707,65086,1996-03-01,1996
105792,16922,1996-03-01,1996
105792,35341,1996-03-01,1996
97481,56405,1996-03-01,1996
97481,50596,1996-03-01,1996
97481,81903,1997-03-01,1997
97481,20856,1997-03-01,1997
81122,20727,1996-03-01,1996
81122,56526,1996-03-01,1996
81122,27271,1997-03-01,1997
81122,80417,1997-03-01,1997
20358,81122,1996-03-01,1996
20358,41976,1996-03-01,1996
20358,10450,1996-03-01,1996
39781,75089,1996-03-01,1996
39781,56526,1996-03-01,1996
59082,20379,1996-03-01,1996
59082,20358,1996-03-01,1996
83283,87191,1996-03-01,1996
83283,59979,1996-03-01,1996
80453,75089,1996-03-01,1996
80453,10450,1996-03-01,1996
80453,75089,1997-03-01,1997
80453,51861,1997-03-01,1997
80453,43097,1998-03-01,1998
80453,58385,1998-03-01,1998
80453,14333,1998-03-01,1998
80453,14333,1999-03-01,1999
80453,109616,1999-03-01,1999
110744,17431,1996-03-01,1996
110744,20358,1996-03-01,1996
20330,59082,1996-03-01,1996
20330,17431,1996-03-01,1996
20330,19760,1997-03-01,1997
20330,10473,1997-03-01,1997
20330,91275,1999-03-01,1999
20330,6651,1999-03-01,1999
25553,75874,1996-03-01,1996
25553,61461,1996-03-01,1996
61862,81122,1996-03-01,1996
61862,97162,1996-03-01,1996
61862,57159,1997-03-01,1997
61862,80453,1997-03-01,1997
50673,20379,1996-03-01,1996
50673,20330,1996-03-01,1996
15332,29003,1996-03-01,1996
15332,66242,1996-03-01,1996
15332,106342,1997-03-01,1997
15332,37951,1997-03-01,1997
61461,50984,1996-03-01,1996
61461,56526,1996-03-01,1996
59979,10450,1996-03-01,1996
59979,39781,1996-03-01,1996
92972,90353,1996-03-01,1996
92972,901,1996-03-01,1996
71979,93243,1996-03-01,1996
71979,57612,1996-03-01,1996
71979,23793,1997-03-01,1997
71979,56488,1997-03-01,1997
23793,37951,1996-03-01,1996
23793,80417,1996-03-01,1996
23793,54948,1997-03-01,1997
23793,70148,1997-03-01,1997
26185,90353,1996-03-01,1996
26185,80417,1996-03-01,1996
42858,26185,1996-03-01,1996
42858,92972,1996-03-01,1996
42858,10450,1997-03-01,1997
42858,58292,1997-03-01,1997
104318,31682,1996-03-01,1996
104318,54129,1996-03-01,1996
104318,57563,1997-03-01,1997
80365,90353,1996-03-01,1996
80365,54129,1996-03-01,1996
80365,91616,1997-03-01,1997
80365,27271,1997-03-01,1997
80365,10748,1998-03-01,1998
80365,22563,1998-03-01,1998
80365,95928,1999-03-01,1999
80365,25837,1999-03-01,1999
67574,70305,1996-03-01,1996
67574,92043,1996-03-01,1996
79903,37951,1996-03-01,1996
79903,71979,1996-03-01,1996
35525,26185,1996-03-01,1996
35525,112066,1996-03-01,1996
56498,57612,1996-03-01,1996
56498,56401,1996-03-01,1996
56498,20471,1998-03-01,1998
56498,5885,1998-03-01,1998
22189,23793,1996-03-01,1996
22189,79903,1996-03-01,1996
56401,53795,1996-03-01,1996
56401,80417,1996-03-01,1996
31562,31682,1996-03-01,1996
31562,38014,1996-03-01,1996
31562,100550,1998-03-01,1998
31562,91698,1998-03-01,1998
31562,10349,1999-03-01,1999
31562,16701,1999-03-01,1999
31562,56876,1999-03-01,1999
57159,901,1996-03-01,1996
57159,57612,1996-03-01,1996
57159,75089,1997-03-01,1997
57159,81461,1997-03-01,1997
69835,95118,1996-03-01,1996
69835,86660,1996-03-01,1996
69835,104318,1998-03-01,1998
69835,104318,1999-03-01,1999
16021,86660,1996-03-01,1996
16021,95118,1996-03-01,1996
16021,97464,1997-03-01,1997
16021,104318,1997-03-01,1997
75078,16021,1996-03-01,1996
75078,95118,1996-03-01,1996
75078,69835,1996-03-01,1996
75078,104318,1997-03-01,1997
75078,104318,1997-03-01,1997
75078,95928,1998-03-01,1998
75078,95118,1998-03-01,1998
75078,69835,1998-03-01,1998
106632,17484,1996-03-01,1996
106632,86660,1996-03-01,1996
106632,75078,1996-03-01,1996
106632,16021,1997-03-01,1997
106632,33860,1997-03-01,1997
106632,89758,1999-03-01,1999
106632,25837,1999-03-01,1999
106632,86911,2000-03-01,2000
106632,76962,2000-03-01,2000
92165,75078,1996-03-01,1996
92165,37781,1996-03-01,1996
92165,50878,1997-03-01,1997
92165,16021,1997-03-01,1997
92165,81903,1998-03-01,1998
92165,54129,1998-03-01,1998
7607,57563,1996-03-01,1996
7607,79953,1996-03-01,1996
7607,50878,1997-03-01,1997
7607,75078,1997-03-01,1997
63043,16021,1996-03-01,1996
63043,57656,1996-03-01,1996
63043,2450,1998-03-01,1998
63043,50619,1998-03-01,1998
63043,100550,1999-03-01,1999
909,17484,1996-03-01,1996
909,27547,1996-03-01,1996
909,77186,1997-03-01,1997
909,28499,1997-03-01,1997
909,100550,1998-03-01,1998
909,110517,1998-03-01,1998
19760,57563,1996-03-01,1996
19760,106632,1996-03-01,1996
19760,81461,1997-03-01,1997
19760,75089,1997-03-01,1997
19760,51861,1997-03-01,1997
19760,51861,1998-03-01,1998
19760,75712,1998-03-01,1998
19760,93916,1999-03-01,1999
19760,58292,1999-03-01,1999
52975,19760,1996-03-01,1996
52975,79953,1996-03-01,1996
52975,28718,1997-03-01,1997
52975,11028,1997-03-01,1997
79953,69835,1996-03-01,1996
79953,16021,1996-03-01,1996
77696,7607,1996-03-01,1996
77696,11028,1996-03-01,1996
65870,27547,1996-03-01,1996
65870,79953,1996-03-01,1996
65529,92165,1996-03-01,1996
65529,20255,1996-03-01,1996
65529,37781,1997-03-01,1997
65529,16021,1997-03-01,1997
50710,63043,1996-03-01,1996
50710,98148,1996-03-01,1996
25837,909,1996-03-01,1996
25837,52975,1996-03-01,1996
25837,7607,1997-03-01,1997
25837,53016,1997-03-01,1997
25837,27079,1999-03-01,1999
25837,5885,1999-03-01,1999
97464,17484,1996-03-01,1996
97464,25837,1996-03-01,1996
97464,69835,1997-03-01,1997
97464,53016,1997-03-01,1997
97464,86204,1998-03-01,1998
97464,89758,1998-03-01,1998
57656,95118,1996-03-01,1996
57656,106632,1996-03-01,1996
57656,75078,1997-03-01,1997
57656,909,1997-03-01,1997
37781,106632,1996-03-01,1996
37781,98148,1996-03-01,1996
37781,97464,1997-03-01,1997
37781,39802,1997-03-01,1997
100550,105223,1996-03-01,1996
100550,98050,1996-03-01,1996
100550,65700,1997-03-01,1997
84790,61600,1996-03-01,1996
84790,2450,1996-03-01,1996
84790,100550,1997-03-01,1997
84790,11598,1997-03-01,1997
107509,84549,1996-03-01,1996
107509,82311,1996-03-01,1996
107509,61600,1997-03-01,1997
107509,70341,1997-03-01,1997
55675,12258,1996-03-01,1996
55675,10979,1996-03-01,1996
57173,105223,1996-03-01,1996
57173,2450,1996-03-01,1996
70341,106615,1996-03-01,1996
70341,98929,1996-03-01,1996
70341,11598,1997-03-01,1997
70341,28718,1997-03-01,1997
70341,107127,1998-03-01,1998
70341,50631,1998-03-01,1998
70341,56876,1999-03-01,1999
70341,16701,1999-03-01,1999
70341,76488,1999-03-01,1999
86934,70341,1996-03-01,1996
86934,84790,1996-03-01,1996
86934,84790,1997-03-01,1997
86934,110517,1997-03-01,1997
53053,98050,1996-03-01,1996
53053,17852,1996-03-01,1996
12090,55675,1996-03-01,1996
12090,111877,1996-03-01,1996
17852,100550,1996-03-01,1996
17852,57173,1996-03-01,1996
111877,12258,1996-03-01,1996
111877,2450,1996-03-01,1996
111877,100550,1997-03-01,1997
111877,110517,1997-03-01,1997
10979,2450,1996-03-01,1996
10979,100550,1996-03-01,1996
10979,50619,1997-03-01,1997
10979,30377,1997-03-01,1997
10979,909,1998-03-01,1998
10979,50619,1998-03-01,1998
90920,107509,1996-03-01,1996
90920,53442,1996-03-01,1996
90920,17484,1997-03-01,1997
90920,76488,1997-03-01,1997
90920,107127,1998-03-01,1998
90920,30377,1998-03-01,1998
100574,105223,1996-03-01,1996
100574,100550,1996-03-01,1996
28855,106615,1996-03-01,1996
28855,86934,1996-03-01,1996
82311,52457,1996-03-01,1996
82311,84790,1996-03-01,1996
104223,99189,1997-03-01,1997
104223,30370,1997-03-01,1997
104223,53039,1998-03-01,1998
104223,30331,1998-03-01,1998
104223,37630,1998-03-01,1998
53039,104223,1997-03-01,1997
53039,22566,1997-03-01,1997
53039,30331,1998-03-01,1998
53039,100485,1998-03-01,1998
53039,100485,1999-03-01,1999
108933,99189,1997-03-01,1997
108933,22566,1997-03-01,1997
23157,98520,1997-03-01,1997
23157,24190,1997-03-01,1997
23157,53039,1998-03-01,1998
23157,100485,1998-03-01,1998
23157,53039,1999-03-01,1999
23157,77325,1999-03-01,1999
92388,23157,1997-03-01,1997
92388,50980,1997-03-01,1997
80920,104223,1997-03-01,1997
80920,80704,1997-03-01,1997
7017,97695,1997-03-01,1997
7017,22566,1997-03-01,1997
7017,23157,1998-03-01,1998
7017,87356,1998-03-01,1998
7017,53136,1999-03-01,1999
7017,83570,1999-03-01,1999
7017,53039,2000-03-01,2000
7017,64135,2000-03-01,2000
24190,30331,1997-03-01,1997
24190,57059,1997-03-01,1997
24190,104223,1998-03-01,1998
24190,14539,1998-03-01,1998
24190,37577,1999-03-01,1999
24190,37630,2000-03-01,2000
80624,30370,1997-03-01,1997
80624,24190,1997-03-01,1997
80624,53136,1998-03-01,1998
80624,97032,1998-03-01,1998
80624,100898,2000-03-01,2000
80624,87356,2000-03-01,2000
53136,69885,1997-03-01,1997
53136,30370,1997-03-01,1997
53136,98520,1998-03-01,1998
53136,97695,1998-03-01,1998
53136,103081,1999-03-01,1999
53136,82474,1999-03-01,1999
53136,55394,2000-03-01,2000
53136,80624,2000-03-01,2000
106461,108933,1997-03-01,1997
106461,104975,1997-03-01,1997
104975,99189,1997-03-01,1997
104975,14539,1997-03-01,1997
104975,24190,2000-03-01,2000
104975,56382,2000-03-01,2000
104975,111205,2001-03-01,2001
104975,58537,2001-03-01,2001
59602,54039,1997-03-01,1997
59602,80624,1997-03-01,1997
59602,30331,1998-03-01,1998
59602,105356,1998-03-01,1998
27967,34735,1997-03-01,1997
27967,103541,1997-03-01,1997
27967,86862,1998-03-01,1998
27967,52848,1998-03-01,1998
27967,37660,1999-03-01,1999
27967,92719,1999-03-01,1999
86717,27967,1997-03-01,1997
86717,37623,1997-03-01,1997
86717,23891,1997-03-01,1997
112198,34735,1997-03-01,1997
112198,57876,1997-03-01,1997
112198,86862,1998-03-01,1998
112198,98805,1998-03-01,1998
112198,86862,1999-03-01,1999
112198,56382,1999-03-01,1999
112198,13620,2000-03-01,2000
112198,97312,2000-03-01,2000
30183,86717,1997-03-01,1997
30183,50658,1997-03-01,1997
50658,98805,1997-03-01,1997
50658,23891,1997-03-01,1997
20028,37577,1997-03-01,1997
20028,57581,1997-03-01,1997
20028,56382,1998-03-01,1998
20028,50476,1998-03-01,1998
100898,34735,1997-03-01,1997
100898,97323,1997-03-01,1997
100898,103081,1998-03-01,1998
100898,23157,1998-03-01,1998
100898,53039,2000-03-01,2000
12945,37623,1997-03-01,1997
12945,85066,1997-03-01,1997
12945,77325,1998-03-01,1998
12945,99833,1998-03-01,1998
12945,37635,1999-03-01,1999
12945,760,1999-03-01,1999
19077,103541,1997-03-01,1997
19077,92142,1997-03-01,1997
19077,34735,1998-03-01,1998
19077,100252,1998-03-01,1998
19077,75026,1999-03-01,1999
19077,34522,1999-03-01,1999
39488,27967,1997-03-01,1997
39488,78970,1997-03-01,1997
39488,27096,1999-03-01,1999
39488,75596,1999-03-01,1999
78970,52848,1997-03-01,1997
78970,15535,1997-03-01,1997
55559,48857,1997-03-01,1997
55559,22083,1997-03-01,1997
92142,23891,1997-03-01,1997
92142,27967,1997-03-01,1997
92142,86862,1998-03-01,1998
92142,56637,1998-03-01,1998
92142,56382,2000-03-01,2000
92142,104975,2000-03-01,2000
92142,30055,2001-03-01,2001
92142,86862,2001-03-01,2001
51834,75363,1997-03-01,1997
51834,56678,1997-03-01,1997
51834,97658,1998-03-01,1998
51834,11476,1998-03-01,1998
51834,94433,1999-03-01,1999
51834,55548,1999-03-01,1999
107879,54508,1997-03-01,1997
107879,19058,1997-03-01,1997
107879,13624,1998-03-01,1998
107879,97658,1998-03-01,1998
107879,80909,1999-03-01,1999
107879,94433,1999-03-01,1999
38039,54508,1997-03-01,1997
38039,50812,1997-03-01,1997
38039,80115,1998-03-01,1998
38039,11476,1998-03-01,1998
35283,54508,1997-03-01,1997
35283,56678,1997-03-01,1997
35283,1750,1998-03-01,1998
35283,11871,1998-03-01,1998
35283,72347,2000-03-01,2000
35283,17478,2000-03-01,2000
35283,104102,2001-03-01,2001
35283,42925,2001-03-01,2001
58357,75363,1997-03-01,1997
58357,50809,1997-03-01,1997
12652,20297,1997-03-01,1997
12652,19058,1997-03-01,1997
106576,1647,1997-03-01,1997
106576,13624,1997-03-01,1997
97750,35387,1997-03-01,1997
97750,50812,1997-03-01,1997
75596,101611,1997-03-01,1997
75596,50625,1997-03-01,1997
75596,15535,1999-03-01,1999
75596,34522,1999-03-01,1999
50625,11476,1997-03-01,1997
50625,13624,1997-03-01,1997
57599,111583,1997-03-01,1997
57599,12652,1997-03-01,1997
63196,50860,1997-03-01,1997
63196,50548,1997-03-01,1997
63196,50548,1997-03-01,1997
63196,55075,1998-03-01,1998
63196,25999,1998-03-01,1998
10594,15456,1997-03-01,1997
10594,80493,1997-03-01,1997
10594,20315,1999-03-01,1999
10594,21775,1999-03-01,1999
84706,66309,1997-03-01,1997
84706,21987,1997-03-01,1997
107454,21775,1997-03-01,1997
107454,85872,1997-03-01,1997
107454,34276,1998-03-01,1998
107454,80620,1998-03-01,1998
52432,93112,1997-03-01,1997
52432,80493,1997-03-01,1997
52432,15169,1998-03-01,1998
52432,30255,1998-03-01,1998
94311,13670,1997-03-01,1997
94311,19682,1997-03-01,1997
94311,66188,1999-03-01,1999
94311,28927,1999-03-01,1999
30277,63196,1997-03-01,1997
30277,66309,1997-03-01,1997
30277,75738,1998-03-01,1998
30277,55075,1998-03-01,1998
30277,111148,1999-03-01,1999
30277,10594,1999-03-01,1999
85872,19617,1997-03-01,1997
85872,13670,1997-03-01,1997
80493,39637,1997-03-01,1997
80493,21775,1997-03-01,1997
80493,48996,1998-03-01,1998
80493,19682,1998-03-01,1998
80493,42495,1998-03-01,1998
104615,15456,1997-03-01,1997
104615,23802,1997-03-01,1997
106754,105985,1997-03-01,1997
106754,58847,1997-03-01,1997
106754,111148,1998-03-01,1998
106754,42495,1998-03-01,1998
23802,10594,1997-03-01,1997
23802,13670,1997-03-01,1997
23802,20315,1998-03-01,1998
23802,11842,1998-03-01,1998
23802,19682,1999-03-01,1999
21987,80493,1997-03-01,1997
21987,98448,1997-03-01,1997
21987,42495,1998-03-01,1998
21987,58440,1998-03-01,1998
21987,20297,1999-03-01,1999
21987,11476,1999-03-01,1999
93058,80834,1997-03-01,1997
93058,80834,1997-03-01,1997
93058,37804,1997-03-01,1997
93058,55075,1998-03-01,1998
93058,55075,1998-03-01,1998
93058,33642,1998-03-01,1998
93058,66848,1999-03-01,1999
25999,21819,1997-03-01,1997
25999,81207,1997-03-01,1997
25999,93058,1998-03-01,1998
25999,11842,1998-03-01,1998
79722,20315,1997-03-01,1997
79722,11842,1997-03-01,1997
34276,97342,1997-03-01,1997
34276,80834,1997-03-01,1997
34276,37804,1998-03-01,1998
34276,93058,1998-03-01,1998
34276,56700,1999-03-01,1999
34276,16004,1999-03-01,1999
94527,81207,1997-03-01,1997
94527,99285,1997-03-01,1997
94527,57637,1998-03-01,1998
94527,49234,1998-03-01,1998
94527,37960,1999-03-01,1999
94527,75712,1999-03-01,1999
94527,17897,2000-03-01,2000
79163,21819,1997-03-01,1997
79163,74204,1997-03-01,1997
10482,79722,1997-03-01,1997
10482,52475,1997-03-01,1997
22252,54534,1997-03-01,1997
22252,50844,1997-03-01,1997
22252,23802,1998-03-01,1998
22252,34276,1998-03-01,1998
22252,100675,2000-03-01,2000
22252,55841,2000-03-01,2000
22252,55841,2001-03-01,2001
22252,100675,2001-03-01,2001
73006,93058,1997-03-01,1997
73006,69257,1997-03-01,1997
73006,19884,2000-03-01,2000
73006,106360,2000-03-01,2000
52475,20315,1997-03-01,1997
52475,34276,1997-03-01,1997
52475,20315,1998-03-01,1998
52475,30277,1998-03-01,1998
69257,80834,1997-03-01,1997
69257,25999,1997-03-01,1997
69257,33642,1998-03-01,1998
69257,93058,1998-03-01,1998
69257,25477,1999-03-01,1999
69257,15456,2000-03-01,2000
50844,71117,1997-03-01,1997
50844,25999,1997-03-01,1997
65689,97342,1997-03-01,1997
65689,99285,1997-03-01,1997
98245,81207,1997-03-01,1997
98245,29457,1997-03-01,1997
56467,37804,1997-03-01,1997
56467,93058,1997-03-01,1997
56467,33642,2000-03-01,2000
56467,13820,2000-03-01,2000
74204,25999,1997-03-01,1997
74204,54534,1997-03-01,1997
95854,104807,1997-03-01,1997
95854,37514,1997-03-01,1997
95854,49234,1998-03-01,1998
95854,30546,1998-03-01,1998
95854,37960,1999-03-01,1999
60206,76963,1997-03-01,1997
60206,57180,1997-03-01,1997
60206,49624,1998-03-01,1998
60206,77461,1998-03-01,1998
60206,93058,1999-03-01,1999
60206,54534,1999-03-01,1999
37582,104807,1997-03-01,1997
37582,90997,1997-03-01,1997
37582,37514,1998-03-01,1998
37582,94527,1998-03-01,1998
37582,35341,2000-03-01,2000
37582,89674,2000-03-01,2000
37582,47909,2001-03-01,2001
37582,54936,2001-03-01,2001
106855,38146,1997-03-01,1997
106855,95854,1997-03-01,1997
106855,17897,1998-03-01,1998
106855,37582,1998-03-01,1998
106855,66848,2000-03-01,2000
106855,33642,2000-03-01,2000
106855,22252,2000-03-01,2000
67516,34731,1997-03-01,1997
67516,56298,1997-03-01,1997
52002,60206,1997-03-01,1997
52002,97738,1997-03-01,1997
100828,50719,1997-03-01,1997
100828,30546,1997-03-01,1997
19884,57637,1997-03-01,1997
19884,57180,1997-03-01,1997
19884,60261,2000-03-01,2000
19884,25339,2000-03-01,2000
19884,83455,2001-03-01,2001
19884,52336,2001-03-01,2001
37514,15896,1997-03-01,1997
37514,77461,1997-03-01,1997
37514,30546,1998-03-01,1998
37514,104807,1998-03-01,1998
37514,94527,1998-03-01,1998
30546,44237,1997-03-01,1997
30546,34731,1997-03-01,1997
30546,103271,1998-03-01,1998
30546,57637,1998-03-01,1998
30546,110918,1999-03-01,1999
30546,47831,1999-03-01,1999
6651,35341,1997-03-01,1997
6651,8090,1997-03-01,1997
6651,33642,1999-03-01,1999
6651,54534,1999-03-01,1999
6651,37582,2000-03-01,2000
6651,101389,2000-03-01,2000
57180,106542,1997-03-01,1997
57180,50719,1997-03-01,1997
3577,47831,1997-03-01,1997
3577,106855,1997-03-01,1997
3577,83842,1998-03-01,1998
3577,77461,1998-03-01,1998
3577,60206,1999-03-01,1999
3577,12161,1999-03-01,1999
8090,56405,1997-03-01,1997
8090,17897,1997-03-01,1997
97738,37514,1997-03-01,1997
97738,57637,1997-03-01,1997
97738,104807,1998-03-01,1998
97738,13707,1998-03-01,1998
97738,54534,1999-03-01,1999
97738,56700,1999-03-01,1999
10473,66242,1997-03-01,1997
10473,51861,1997-03-01,1997
79479,51861,1997-03-01,1997
79479,81461,1997-03-01,1997
79479,75109,1998-03-01,1998
79479,42436,1998-03-01,1998
109367,10473,1997-03-01,1997
109367,31703,1997-03-01,1997
109367,81903,1998-03-01,1998
109367,14333,1999-03-01,1999
109367,18118,2000-03-01,2000
97023,66242,1997-03-01,1997
97023,58385,1997-03-01,1997
93017,58385,1997-03-01,1997
93017,10426,1997-03-01,1997
93017,56405,1998-03-01,1998
93017,66231,1998-03-01,1998
43150,75089,1997-03-01,1997
43150,31703,1997-03-01,1997
50564,51861,1997-03-01,1997
50564,10426,1997-03-01,1997
27144,97023,1997-03-01,1997
27144,13579,1997-03-01,1997
83842,57159,1997-03-01,1997
83842,92043,1997-03-01,1997
83842,44237,1998-03-01,1998
83842,57637,1998-03-01,1998
52907,10473,1997-03-01,1997
52907,111768,1997-03-01,1997
49903,20330,1997-03-01,1997
49903,98273,1997-03-01,1997
30612,14608,1997-03-01,1997
30612,66231,1997-03-01,1997
30612,80453,1998-03-01,1998
30612,105927,1998-03-01,1998
98273,19760,1997-03-01,1997
98273,81461,1997-03-01,1997
58292,81903,1997-03-01,1997
58292,50941,1998-03-01,1998
58292,54129,1998-03-01,1998
58292,13906,1999-03-01,1999
58292,109367,1999-03-01,1999
39873,80417,1997-03-01,1997
39873,56488,1997-03-01,1997
106342,57612,1997-03-01,1997
106342,75712,1997-03-01,1997
91616,75712,1997-03-01,1997
91616,81122,1997-03-01,1997
27271,10450,1997-03-01,1997
27271,54948,1997-03-01,1997
70148,39873,1997-03-01,1997
70148,37951,1997-03-01,1997
70148,901,1998-03-01,1998
70148,80453,1998-03-01,1998
70148,75712,1999-03-01,1999
70148,42436,1999-03-01,1999
70148,60261,1999-03-01,1999
39688,80417,1997-03-01,1997
39688,70148,1997-03-01,1997
96354,54129,1997-03-01,1997
96354,10748,1997-03-01,1997
96354,29548,1998-03-01,1998
96354,33877,1998-03-01,1998
20856,17431,1997-03-01,1997
20856,106342,1997-03-01,1997
14333,75712,1997-03-01,1997
14333,80365,1997-03-01,1997
14333,70148,1998-03-01,1998
14333,58385,1998-03-01,1998
14333,18118,1999-03-01,1999
14333,18118,2000-03-01,2000
76100,54948,1997-03-01,1997
76100,56488,1997-03-01,1997
76100,104318,1998-03-01,1998
76100,97464,1998-03-01,1998
83478,10450,1997-03-01,1997
83478,81122,1997-03-01,1997
83478,64880,1998-03-01,1998
83478,54129,1998-03-01,1998
56488,42858,1997-03-01,1997
56488,106342,1997-03-01,1997
28499,69835,1997-03-01,1997
28499,75078,1997-03-01,1997
77186,75078,1997-03-01,1997
77186,94340,1997-03-01,1997
77186,901,1998-03-01,1998
77186,43097,1998-03-01,1998
68844,104318,1997-03-01,1997
68844,16021,1997-03-01,1997
96934,57563,1997-03-01,1997
96934,53016,1997-03-01,1997
36501,92165,1997-03-01,1997
36501,7607,1997-03-01,1997
36501,84769,1998-03-01,1998
36501,80365,1998-03-01,1998
36501,112150,1999-03-01,1999
36501,25837,1999-03-01,1999
36501,112150,2000-03-01,2000
36501,80325,2000-03-01,2000
81141,96934,1997-03-01,1997
81141,7607,1997-03-01,1997
81141,10748,1998-03-01,1998
81141,56498,1998-03-01,1998
5885,28499,1997-03-01,1997
5885,86908,1997-03-01,1997
5885,95928,1998-03-01,1998
5885,86204,1998-03-01,1998
5885,84769,1999-03-01,1999
5885,84769,1999-03-01,1999
94340,69835,1997-03-01,1997
94340,16021,1997-03-01,1997
94340,56876,1999-03-01,1999
94340,93637,1999-03-01,1999
94340,86911,2000-03-01,2000
94340,86204,2000-03-01,2000
94340,86305,2001-03-01,2001
94340,30432,2001-03-01,2001
66096,104318,1997-03-01,1997
66096,39802,1997-03-01,1997
52516,68844,1997-03-01,1997
52516,39802,1997-03-01,1997
17492,95928,1997-03-01,1997
17492,36501,1997-03-01,1997
83794,92165,1997-03-01,1997
83794,53016,1997-03-01,1997
39802,7607,1997-03-01,1997
39802,28499,1997-03-01,1997
86908,60193,1997-03-01,1997
86908,94340,1997-03-01,1997
86908,5885,1998-03-01,1998
86908,10748,1998-03-01,1998
86908,60329,2002-03-01,2002
86908,67874,2002-03-01,2002
99207,65700,1997-03-01,1997
99207,17484,1997-03-01,1997
99207,11598,1998-03-01,1998
109705,105223,1997-03-01,1997
109705,54505,1997-03-01,1997
107127,99207,1997-03-01,1997
107127,86934,1997-03-01,1997
107127,100550,1998-03-01,1998
107127,110517,2000-03-01,2000
110517,50619,1997-03-01,1997
110517,61600,1997-03-01,1997
110517,63043,1998-03-01,1998
110517,56876,1998-03-01,1998
110517,99207,1998-03-01,1998
110517,77000,1999-03-01,1999
110517,29046,1999-03-01,1999
110517,16701,2000-03-01,2000
13204,10979,1997-03-01,1997
13204,110517,1997-03-01,1997
13204,50619,1998-03-01,1998
13204,110517,1998-03-01,1998
30377,100550,1997-03-01,1997
30377,99207,1997-03-01,1997
30377,99207,1998-03-01,1998
30377,23857,1998-03-01,1998
30377,70341,1999-03-01,1999
30377,93637,1999-03-01,1999
103895,84790,1997-03-01,1997
103895,98050,1997-03-01,1997
65418,109705,1997-03-01,1997
65418,76488,1997-03-01,1997
104088,2450,1997-03-01,1997
104088,11028,1997-03-01,1997
76488,105223,1997-03-01,1997
76488,11598,1997-03-01,1997
76488,63043,1998-03-01,1998
76488,99207,1998-03-01,1998
76488,63043,1999-03-01,1999
76488,63043,1999-03-01,1999
37630,103081,1998-03-01,1998
37630,37660,1999-03-01,1999
100485,37630,1998-03-01,1998
100485,37630,1998-03-01,1998
100816,100485,1998-03-01,1998
100816,105356,1998-03-01,1998
100816,77325,1999-03-01,1999
100816,105356,1999-03-01,1999
50606,57059,1998-03-01,1998
50606,23157,1998-03-01,1998
50606,86700,1999-03-01,1999
50606,100816,1999-03-01,1999
50606,65770,2002-03-01,2002
50606,53653,2002-03-01,2002
11065,100485,1998-03-01,1998
11065,14539,1998-03-01,1998
11065,37630,1999-03-01,1999
11065,97779,1999-03-01,1999
11065,93289,2000-03-01,2000
11065,13924,2000-03-01,2000
11065,104975,2001-03-01,2001
11065,55417,2001-03-01,2001
22574,57059,1998-03-01,1998
22574,53136,1998-03-01,1998
94185,104223,1998-03-01,1998
94185,37635,1998-03-01,1998
94185,70292,1999-03-01,1999
94185,53136,1999-03-01,1999
22242,100816,1998-03-01,1998
22242,11065,1998-03-01,1998
75268,50606,1998-03-01,1998
75268,22574,1998-03-01,1998
87356,53039,1998-03-01,1998
87356,97695,1998-03-01,1998
87356,50923,1999-03-01,1999
87356,53136,1999-03-01,1999
87356,94081,2000-03-01,2000
87356,53039,2000-03-01,2000
87356,52300,2000-03-01,2000
49090,97695,1998-03-01,1998
49090,100898,1998-03-01,1998
105356,14539,1998-03-01,1998
105356,57059,1998-03-01,1998
105356,100485,1999-03-01,1999
105356,50923,1999-03-01,1999
69816,69885,1998-03-01,1998
69816,24190,1998-03-01,1998
69816,88372,1999-03-01,1999
69816,87356,1999-03-01,1999
37635,24190,1998-03-01,1998
37635,69885,1998-03-01,1998
37635,100252,1999-03-01,1999
37635,37577,1999-03-01,1999
37635,37660,1999-03-01,1999
97032,98520,1998-03-01,1998
97032,50606,1998-03-01,1998
25481,37630,1998-03-01,1998
25481,69816,1998-03-01,1998
25481,20251,2001-03-01,2001
25481,80073,2001-03-01,2001
15279,94185,1998-03-01,1998
15279,97032,1998-03-01,1998
15279,76563,1999-03-01,1999
15279,105356,1999-03-01,1999
15279,99706,2000-03-01,2000
15279,50923,2000-03-01,2000
15279,2517,2001-03-01,2001
15279,83570,2001-03-01,2001
100252,34735,1998-03-01,1998
100252,92142,1998-03-01,1998
100252,37577,1999-03-01,1999
100252,37630,1999-03-01,1999
